,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,Popo_Density_Per_Hector
144,"Census Tract 2402, Baltimore city, Maryland",2944.00,1425.00,736.00,3.80,48.40,2.07,2.56,12.60,43.00,100.00,0.00,0.90,2.20,72.40,0.00,89.90,9.70,14.10,2.60,79.80,2.10,3.70,7.50,24.70,0.00,2.40,3.60,9.30,31.20,183755.00,16.90,1.10,2.50,45.50,74851.00,100321.00,83421.00,94.90,94.90,0.40,0.00,0.00,0.00,1584.00,90.00,3.70,11.70,1584.00,24,510,240200,24.50,1.80,1.60,1.60,1425.00,70.80,416.00,2.08,6.80,22.50,0.00,0.00,10.10,28.30,2636.00,2137.00,7.80,16.70,1.80,0.60,87.80,2944.00,43,835,0.014605978260869566
145,"Census Tract 2502.04, Baltimore city, Maryland",4241.00,1484.00,950.00,52.80,36.00,2.86,3.74,3.50,96.00,0.00,32.30,21.80,5.40,85.10,0.00,98.70,2.50,1.30,16.70,13.50,41.70,8.90,0.00,18.10,0.00,32.90,21.40,3.50,0.90,38354.00,29.60,9.00,64.90,1.40,21049.00,31392.00,27256.00,17.90,17.90,5.30,58.70,74.50,81.30,1675.00,88.60,0.00,2.40,1675.00,24,510,250204,7.20,0.00,1.60,1.60,1484.00,7.50,1373.00,2.87,1.40,23.10,7.20,40.50,19.80,0.00,1044.00,295.00,8.80,9.60,0.00,0.00,7.50,4241.00,86,1964,0.02027823626503183
146,"Census Tract 2502.06, Baltimore city, Maryland",2216.00,862.00,503.00,9.70,41.60,2.57,3.17,11.80,0.00,48.60,0.00,10.30,6.00,90.90,0.00,94.70,9.30,26.10,6.30,35.70,13.40,7.70,0.90,10.40,0.00,14.20,0.80,12.80,2.10,76711.00,20.40,0.90,16.90,3.60,31173.00,45000.00,44500.00,72.40,72.40,8.80,5.00,0.00,0.00,1034.00,83.40,9.80,15.10,1034.00,24,510,250206,5.60,7.40,5.60,0.00,862.00,72.60,236.00,2.70,9.90,21.60,34.80,19.80,29.60,0.00,1472.00,967.00,9.10,16.70,0.80,0.00,75.90,2216.00,254,1724,0.11462093862815885
147,"Census Tract 2505, Baltimore city, Maryland",4417.00,1670.00,983.00,19.70,41.10,2.64,3.43,8.20,145.00,0.00,9.30,20.10,4.20,87.10,0.40,88.20,16.00,7.50,12.60,13.40,22.70,28.10,1.50,15.00,0.00,11.00,13.40,6.70,0.00,47703.00,25.00,19.30,39.20,0.00,25676.00,37563.00,26977.00,32.60,32.60,9.30,18.50,44.50,59.20,2487.00,67.10,4.20,11.30,2487.00,24,510,250500,2.40,0.00,1.80,2.90,1670.00,40.80,988.00,2.92,6.20,23.70,33.90,34.00,8.40,0.00,990.00,905.00,11.50,12.50,2.60,0.40,55.60,4417.00,857,3445,0.19402309259678516
148,"Census Tract 2601.01, Baltimore city, Maryland",4997.00,1851.00,1091.00,20.30,41.10,2.68,3.63,5.00,0.00,0.00,0.00,9.70,4.90,86.40,0.90,87.90,9.50,3.30,7.20,40.00,19.70,6.60,6.10,12.50,0.30,3.70,4.60,9.60,1.40,73832.00,31.20,1.30,16.40,1.10,37883.00,50485.00,43092.00,63.80,63.80,11.30,4.10,0.00,9.70,2097.00,88.30,3.00,3.90,2097.00,24,510,260101,1.20,0.00,0.40,0.00,1851.00,64.50,657.00,3.06,2.60,35.10,6.20,27.50,35.10,1.80,1443.00,1055.00,4.00,18.00,0.90,0.20,31.50,4997.00,163,2102,0.032619571743045826
149,"Census Tract 2603.01, Baltimore city, Maryland",4880.00,1573.00,1033.00,44.80,34.30,3.10,4.01,4.00,112.00,15.30,18.50,9.00,6.10,74.70,0.00,96.70,4.20,0.50,13.10,24.70,27.60,10.60,2.60,8.40,0.00,15.30,9.80,17.00,0.00,52977.00,23.20,5.90,35.50,0.00,32031.00,48026.00,37194.00,43.30,43.30,2.70,24.40,27.20,40.30,1851.00,85.00,4.40,12.30,1851.00,24,510,260301,0.00,0.00,0.00,0.00,1573.00,59.00,645.00,2.54,3.80,25.60,37.90,43.30,6.00,3.20,1161.00,1381.00,10.40,8.20,0.00,0.20,6.10,4880.00,60,1907,0.012295081967213115
150,"Census Tract 2706, Baltimore city, Maryland",4980.00,1832.00,1062.00,20.80,42.00,2.71,3.43,11.30,10.00,0.00,11.00,5.20,5.60,95.10,0.00,95.50,1.70,10.20,9.10,42.30,22.90,13.50,7.40,12.60,0.00,0.50,9.30,15.70,2.50,73794.00,33.70,2.80,12.10,4.20,41049.00,54433.00,47521.00,63.40,63.40,4.40,11.20,21.00,27.20,2001.00,91.60,3.60,11.10,2001.00,24,510,270600,2.20,0.00,2.90,0.50,1832.00,79.40,377.00,2.74,3.30,29.70,1.00,25.10,42.50,0.00,1605.00,975.00,9.00,17.70,0.40,0.00,39.30,4980.00,155,1488,0.03112449799196787
151,"Census Tract 101, Baltimore city, Maryland",3022.00,1398.00,534.00,7.30,61.80,2.05,2.52,22.80,0.00,-666666666.00,-666666666.00,2.80,7.00,81.00,0.20,89.90,5.60,19.30,0.50,71.40,6.90,6.40,11.70,18.50,0.00,1.70,3.70,16.70,19.20,130468.00,16.00,0.60,1.20,25.80,68778.00,80658.00,72804.00,89.90,89.90,0.70,3.00,0.00,17.80,1636.00,85.50,10.20,9.40,1636.00,24,510,010100,7.80,1.60,1.00,1.60,1398.00,64.90,491.00,1.93,4.50,16.70,0.00,3.00,3.50,9.80,2147.00,2187.00,3.90,16.00,0.40,0.20,87.30,3022.00,39,1091,0.012905360688285903
152,"Census Tract 704, Baltimore city, Maryland",1546.00,755.00,298.00,23.30,60.50,2.02,3.04,10.80,5.00,0.00,0.00,20.30,2.70,83.20,2.30,90.00,8.70,0.40,12.20,34.20,24.10,5.40,4.70,8.50,0.00,20.70,15.80,2.00,0.00,37439.00,26.60,10.20,44.90,0.00,22232.00,53750.00,34038.00,39.20,39.20,12.80,40.30,63.90,64.80,876.00,86.20,26.20,12.10,876.00,24,510,070400,49.80,0.60,7.50,12.20,755.00,6.00,710.00,2.67,5.60,16.70,17.80,13.30,0.00,0.00,588.00,978.00,7.80,13.90,0.00,0.60,8.20,1546.00,32,1125,0.02069857697283312
153,"Census Tract 105, Baltimore city, Maryland",1976.00,788.00,346.00,7.00,56.10,2.47,3.16,21.20,18.00,0.00,0.00,3.10,2.90,70.90,0.70,85.70,22.60,13.90,0.50,81.50,4.70,2.70,5.30,17.60,0.50,4.80,3.20,14.20,15.70,127007.00,16.80,4.70,10.20,21.10,61207.00,75282.00,62159.00,78.70,78.70,12.20,4.30,0.00,25.70,903.00,87.30,3.10,7.00,903.00,24,510,010500,0.00,0.00,2.40,1.20,788.00,64.30,281.00,2.35,8.50,20.20,3.90,4.90,4.10,12.80,2148.00,1467.00,6.40,9.00,1.20,0.50,91.20,1976.00,15,627,0.0075910931174089065
154,"Census Tract 702, Baltimore city, Maryland",3028.00,990.00,613.00,43.30,38.10,3.05,3.78,10.60,39.00,0.00,7.20,18.90,5.10,80.30,0.10,98.90,1.10,0.00,23.80,31.80,31.30,2.50,3.10,14.20,0.00,17.20,16.20,7.60,1.10,57257.00,21.10,11.00,50.90,0.00,28710.00,53550.00,33065.00,28.50,28.50,12.30,37.40,58.10,58.60,1535.00,64.50,17.70,13.20,1535.00,24,510,070200,0.00,0.00,0.00,0.00,990.00,29.30,700.00,2.84,6.20,20.90,26.60,20.70,0.00,4.10,787.00,1052.00,8.10,12.00,0.40,0.00,3.50,3028.00,31,2950,0.01023778071334214
155,"Census Tract 703, Baltimore city, Maryland",856.00,307.00,175.00,24.10,43.00,2.71,3.61,8.40,65.00,9.80,0.00,13.00,3.50,94.60,0.00,88.20,17.00,1.40,13.00,23.60,30.70,17.50,0.00,3.20,0.00,17.90,12.40,7.50,2.90,56161.00,27.70,21.80,42.00,5.10,28194.00,64722.00,50281.00,32.00,32.00,21.30,28.00,-666666666.00,39.60,532.00,57.70,4.70,20.30,532.00,24,510,070300,0.00,0.00,0.00,2.40,307.00,37.50,192.00,2.48,6.80,6.50,31.30,36.50,0.00,0.00,-666666666.00,988.00,0.80,12.00,0.00,0.00,11.20,856.00,22,1332,0.02570093457943925
156,"Census Tract 804, Baltimore city, Maryland",1280.00,401.00,198.00,26.20,50.60,3.11,4.51,12.00,28.00,7.80,15.60,19.10,3.80,74.50,6.10,89.00,9.00,1.10,22.70,15.40,42.10,5.30,2.10,8.00,0.00,24.70,14.00,4.00,3.50,50812.00,28.70,8.50,44.40,0.00,29671.00,43359.00,32981.00,34.20,34.20,10.30,42.90,100.00,48.80,799.00,50.20,13.00,3.30,799.00,24,510,080400,8.90,0.00,0.00,3.90,401.00,33.40,267.00,2.58,5.70,24.90,27.60,4.50,7.50,0.00,1250.00,1015.00,6.90,13.00,0.70,0.00,18.70,1280.00,25,931,0.01953125
157,"Census Tract 1301, Baltimore city, Maryland",2728.00,1459.00,446.00,15.60,69.40,1.85,3.13,10.90,0.00,0.00,11.90,7.70,6.20,79.90,0.80,96.00,4.00,1.60,8.80,52.20,25.60,6.40,7.30,14.20,0.00,27.30,13.90,1.50,2.70,65650.00,26.30,7.30,44.10,9.00,39417.00,49423.00,41023.00,51.90,51.90,6.90,19.30,36.50,33.80,1862.00,78.40,10.30,8.50,1862.00,24,510,130100,39.60,0.00,3.50,9.70,1459.00,20.60,1159.00,2.58,7.40,25.50,4.00,6.30,28.00,0.00,1865.00,887.00,6.30,14.10,2.50,0.00,18.70,2728.00,30,1319,0.010997067448680353
158,"Census Tract 1302, Baltimore city, Maryland",2723.00,1097.00,511.00,23.50,53.40,2.48,3.29,16.50,35.00,0.00,0.00,9.80,8.30,77.70,1.20,97.10,2.70,6.60,5.80,40.30,25.00,2.70,2.50,20.10,0.00,13.30,10.90,9.80,3.90,70073.00,30.00,3.90,21.00,6.80,44273.00,46905.00,49266.00,61.60,61.60,4.00,12.30,0.00,41.20,1519.00,72.20,3.60,9.10,1519.00,24,510,130200,2.20,0.70,1.30,0.00,1097.00,36.50,697.00,2.79,4.60,18.90,1.30,0.00,15.00,3.80,2075.00,989.00,2.80,19.50,0.00,0.00,16.90,2723.00,34,862,0.012486228424531766
159,"Census Tract 1308.06, Baltimore city, Maryland",1437.00,544.00,238.00,10.30,56.30,2.27,2.97,17.90,0.00,0.00,42.60,9.30,2.30,80.80,0.90,93.70,8.80,9.90,1.70,63.00,10.50,5.40,10.50,13.40,0.00,4.20,7.20,15.80,11.60,105856.00,18.60,4.00,5.30,13.90,52571.00,62813.00,56324.00,81.10,81.10,6.40,0.00,0.00,0.00,621.00,87.60,2.70,5.50,621.00,24,510,130806,15.00,0.00,2.30,5.20,544.00,65.40,188.00,2.13,6.10,30.90,3.40,18.80,21.90,10.10,1396.00,1684.00,3.20,22.40,0.00,1.50,79.70,1437.00,140,548,0.09742519137091162
160,"Census Tract 2002, Baltimore city, Maryland",2345.00,883.00,540.00,23.80,38.80,2.66,3.55,3.60,271.00,0.00,39.50,17.80,4.90,75.70,0.00,98.00,4.50,0.70,15.40,17.60,30.30,4.90,2.90,17.90,0.00,10.50,22.50,7.10,1.50,62802.00,55.60,16.30,38.70,2.40,21509.00,47531.00,22375.00,28.40,28.40,3.90,28.00,100.00,85.30,1433.00,61.60,5.60,20.50,1433.00,24,510,200200,3.60,0.00,0.40,0.80,883.00,47.70,462.00,2.16,1.20,17.30,40.40,5.90,4.30,0.00,847.00,1202.00,8.90,23.80,0.40,0.00,4.80,2345.00,92,1854,0.039232409381663114
161,"Census Tract 2006, Baltimore city, Maryland",2292.00,801.00,483.00,30.10,39.70,2.83,3.75,6.20,0.00,0.00,19.00,13.40,1.90,96.30,0.00,98.60,2.90,5.40,18.70,19.30,27.40,13.10,1.10,13.20,0.00,12.10,21.00,7.40,1.00,54347.00,38.20,2.00,25.00,1.70,25820.00,30744.00,29012.00,45.80,45.80,3.80,17.20,0.00,21.20,1181.00,67.80,0.00,0.00,1181.00,24,510,200600,0.00,0.00,0.00,2.10,801.00,55.70,355.00,2.43,0.00,15.40,58.10,17.70,3.40,0.00,1100.00,1117.00,5.10,14.60,2.80,0.00,33.00,2292.00,177,1880,0.07722513089005235
162,"Census Tract 2007.01, Baltimore city, Maryland",4905.00,1808.00,1066.00,37.70,41.00,2.70,3.48,8.90,35.00,19.60,0.00,15.50,8.30,85.60,0.00,97.00,3.20,0.50,24.50,27.40,18.30,12.20,4.60,5.80,0.00,9.90,15.10,9.90,0.40,49717.00,44.20,7.10,41.20,0.00,29700.00,50203.00,32794.00,38.00,38.00,9.50,23.50,10.00,34.70,2117.00,85.40,2.90,3.60,2117.00,24,510,200701,4.70,0.00,1.80,1.70,1808.00,48.10,938.00,2.43,2.40,22.80,65.50,18.70,2.40,0.00,1129.00,862.00,6.40,20.60,0.00,0.30,2.50,4905.00,120,2167,0.024464831804281346
163,"Census Tract 2708.03, Baltimore city, Maryland",6846.00,2929.00,1456.00,21.10,50.30,2.27,3.44,2.60,29.00,0.00,0.00,6.60,5.90,88.70,0.30,95.90,4.80,1.30,9.70,37.20,20.00,13.00,7.50,4.40,0.00,5.30,7.60,12.80,3.40,68941.00,37.10,3.70,16.90,6.80,40702.00,47402.00,42668.00,76.70,76.70,1.40,0.90,0.00,3.70,3150.00,93.00,14.50,0.00,3150.00,24,510,270803,20.90,0.00,4.70,5.40,2929.00,36.30,1865.00,3.16,5.60,24.30,17.80,43.40,32.80,0.00,1327.00,1146.00,3.90,23.70,0.40,0.10,8.90,6846.00,219,1672,0.031989482909728306
164,"Census Tract 1204, Baltimore city, Maryland",1743.00,667.00,316.00,28.50,52.60,2.57,3.73,10.80,0.00,0.00,11.90,8.20,6.00,71.00,0.00,92.90,10.00,4.50,8.30,44.30,25.80,14.70,8.60,18.30,0.00,19.00,8.20,10.20,1.00,69072.00,21.70,8.70,38.10,2.20,32243.00,44861.00,39250.00,44.60,44.60,11.20,31.00,100.00,56.00,931.00,71.60,22.80,7.40,931.00,24,510,120400,3.40,2.50,3.20,3.70,667.00,28.50,477.00,2.36,5.70,15.00,29.50,13.20,12.60,7.40,1375.00,990.00,4.50,8.50,0.00,0.00,24.90,1743.00,28,1398,0.01606425702811245
165,"Census Tract 1306, Baltimore city, Maryland",3578.00,1638.00,816.00,4.30,50.20,2.18,2.58,18.10,0.00,-666666666.00,-666666666.00,4.10,0.70,77.80,0.00,92.80,7.60,16.20,2.70,67.60,9.20,3.60,8.60,19.10,0.00,2.60,4.70,14.50,11.10,110961.00,12.20,3.80,5.40,15.30,49438.00,61894.00,52857.00,81.00,81.00,4.00,8.30,6.30,20.50,1838.00,89.10,4.30,7.80,1838.00,24,510,130600,5.00,0.00,2.10,2.20,1638.00,59.60,661.00,2.16,4.90,20.10,4.70,4.40,17.90,0.00,1640.00,1483.00,5.90,9.40,0.00,1.10,88.80,3578.00,87,1167,0.024315259921743992
166,"Census Tract 1308.04, Baltimore city, Maryland",1982.00,907.00,351.00,14.20,61.30,2.19,2.77,23.00,0.00,9.80,90.20,6.80,8.10,79.10,0.00,95.70,4.20,22.60,7.00,54.30,15.40,14.20,9.10,13.60,0.00,4.70,7.60,17.10,4.20,80375.00,17.80,2.60,10.80,5.40,38199.00,46786.00,43098.00,68.20,68.20,7.90,16.80,0.00,11.00,992.00,91.40,0.00,0.00,992.00,24,510,130804,3.60,1.10,6.60,3.60,907.00,52.10,434.00,2.17,6.80,19.30,1.30,17.30,22.80,0.00,1414.00,1205.00,2.00,10.90,0.00,0.00,90.00,1982.00,73,1210,0.036831483350151364
167,"Census Tract 1602, Baltimore city, Maryland",2189.00,825.00,504.00,30.80,38.90,2.65,3.26,10.20,35.00,9.70,9.70,18.00,5.00,89.40,0.00,99.40,3.20,0.00,13.30,15.30,47.80,6.80,1.10,11.90,0.00,23.00,11.80,11.40,0.80,48021.00,26.90,8.40,44.70,1.40,27946.00,30951.00,46779.00,46.20,46.20,6.90,30.60,100.00,63.50,1303.00,63.30,0.00,6.50,1303.00,24,510,160200,13.80,0.00,5.20,3.20,825.00,35.60,531.00,2.72,2.50,29.80,47.60,24.50,6.80,0.00,903.00,771.00,9.50,15.00,0.00,0.00,1.10,2189.00,37,1186,0.016902695294655094
168,"Census Tract 2709.01, Baltimore city, Maryland",4348.00,1696.00,926.00,21.20,45.40,2.52,3.37,9.00,0.00,0.00,5.70,8.70,3.30,73.10,0.00,94.60,2.10,1.50,7.40,21.30,28.60,10.00,4.80,2.30,0.00,4.40,17.70,18.30,1.70,57186.00,35.30,4.80,17.50,1.80,30239.00,38075.00,32604.00,64.60,64.60,4.30,3.90,5.80,5.70,1776.00,95.50,0.00,1.10,1776.00,24,510,270901,4.30,0.00,1.20,3.30,1696.00,51.90,815.00,2.79,2.00,19.30,12.90,51.90,23.80,0.90,1349.00,1043.00,8.10,20.40,1.20,0.00,4.00,4348.00,67,1227,0.015409383624655014
169,"Census Tract 2714, Baltimore city, Maryland",4040.00,1424.00,925.00,6.00,35.00,2.51,2.95,9.70,29.00,0.00,0.00,0.40,1.90,80.70,6.90,81.20,17.80,10.90,3.30,79.70,5.30,9.60,5.20,20.40,0.00,4.80,3.40,9.70,33.80,179928.00,26.20,0.60,1.00,48.30,51016.00,97500.00,75417.00,94.80,94.80,3.00,1.90,10.30,32.70,1551.00,91.80,0.00,10.00,1551.00,24,510,271400,30.20,0.00,2.60,3.70,1424.00,68.70,446.00,2.64,4.30,25.50,0.00,4.10,6.50,38.70,2832.00,1351.00,6.80,21.00,0.30,3.10,81.30,4040.00,172,779,0.04257425742574258
170,"Census Tract 2716, Baltimore city, Maryland",4310.00,1506.00,906.00,33.60,39.80,2.72,3.59,6.00,0.00,30.60,23.00,20.90,8.00,82.90,0.20,96.00,3.20,0.00,23.10,24.40,43.80,7.40,9.30,11.10,0.00,22.00,9.20,12.70,1.40,57128.00,35.40,16.40,43.90,2.30,27239.00,31250.00,34436.00,42.60,42.60,10.50,34.70,16.20,49.40,1866.00,80.70,4.70,0.00,1866.00,24,510,271600,0.80,0.00,0.00,0.00,1506.00,36.60,955.00,3.18,5.60,21.40,37.90,34.10,8.00,0.00,1176.00,938.00,5.10,19.40,0.50,0.00,3.20,4310.00,85,2101,0.019721577726218097
171,"Census Tract 2803.02, Baltimore city, Maryland",2464.00,999.00,569.00,32.30,43.00,2.47,3.40,3.90,59.00,0.00,28.10,5.20,7.60,79.40,0.00,95.00,3.80,0.60,8.50,31.60,33.30,8.80,4.70,8.60,0.00,6.70,15.60,5.40,3.60,57483.00,28.60,3.40,26.30,2.50,36188.00,50208.00,36521.00,58.60,58.60,4.00,17.60,71.40,37.00,1118.00,89.40,2.80,4.30,1118.00,24,510,280302,1.10,0.00,0.00,1.70,999.00,30.90,690.00,2.81,10.10,14.40,12.30,36.60,20.70,5.80,1433.00,1051.00,8.60,13.90,0.60,0.00,4.50,2464.00,95,782,0.03855519480519481
172,"Census Tract 2007.02, Baltimore city, Maryland",1089.00,397.00,275.00,33.20,30.70,2.74,3.08,11.00,84.00,0.00,34.90,11.10,7.90,93.20,0.00,100.00,2.10,0.00,5.20,16.40,48.00,9.40,1.10,11.60,0.00,9.60,13.40,11.80,0.00,49829.00,32.00,13.10,41.80,0.00,30071.00,30766.00,32443.00,53.10,53.10,7.30,24.00,0.00,24.00,601.00,66.10,0.00,10.30,601.00,24,510,200702,0.00,0.00,0.00,0.00,397.00,67.30,130.00,2.54,0.00,31.00,55.10,33.00,9.00,0.00,1055.00,1378.00,3.80,20.50,1.00,0.00,2.90,1089.00,28,687,0.025711662075298437
173,"Census Tract 2301, Baltimore city, Maryland",1828.00,801.00,286.00,10.60,64.30,2.25,3.28,19.20,30.00,-666666666.00,-666666666.00,4.20,2.80,80.40,0.40,96.30,5.70,18.20,4.80,66.10,14.00,5.70,9.80,21.00,0.00,3.50,12.00,8.70,11.90,101297.00,14.40,5.90,12.10,16.80,53457.00,71641.00,56696.00,75.30,75.30,5.50,16.80,0.00,52.40,909.00,88.10,0.00,7.30,909.00,24,510,230100,5.00,0.00,1.90,0.00,801.00,39.30,486.00,2.33,11.20,8.20,1.90,4.80,7.60,9.80,2023.00,1563.00,6.50,7.80,0.00,0.70,66.90,1828.00,33,1173,0.018052516411378557
174,"Census Tract 2502.05, Baltimore city, Maryland",4006.00,1476.00,916.00,23.60,37.90,2.71,3.47,6.70,22.00,100.00,0.00,12.90,2.40,90.20,0.00,80.80,26.20,4.80,10.60,17.90,43.80,12.80,2.40,11.70,0.00,8.50,13.40,16.10,0.50,53133.00,14.50,5.30,21.00,0.00,28340.00,36348.00,38250.00,48.10,48.10,11.60,14.80,17.50,41.00,1808.00,81.60,11.30,9.70,1808.00,24,510,250205,0.00,0.00,0.40,0.60,1476.00,43.70,831.00,2.86,10.20,27.00,26.70,26.80,16.90,0.00,1174.00,1147.00,6.70,7.90,0.00,0.00,39.10,4006.00,231,3198,0.057663504742885674
175,"Census Tract 2704.02, Baltimore city, Maryland",3611.00,1144.00,738.00,20.70,35.50,3.13,4.05,5.40,0.00,0.00,8.90,7.90,8.10,93.90,0.00,91.80,3.00,5.50,3.90,43.80,15.60,8.90,6.50,8.60,0.00,6.50,5.60,17.70,0.80,80011.00,30.40,5.10,17.50,1.20,43848.00,51514.00,49469.00,68.60,68.60,4.50,1.80,0.00,6.50,1386.00,82.50,3.90,19.00,1386.00,24,510,270402,1.40,0.00,1.90,0.00,1144.00,83.70,187.00,3.30,1.00,23.60,2.20,23.90,34.70,0.00,1729.00,1481.00,7.30,16.40,3.10,0.00,36.70,3611.00,120,1050,0.033231791747438386
176,"Census Tract 2504.02, Baltimore city, Maryland",4451.00,1536.00,962.00,24.90,37.40,2.89,3.41,13.00,62.00,0.00,27.30,12.20,2.40,84.50,0.00,88.70,11.40,4.20,11.10,22.30,14.80,27.20,1.10,11.80,0.00,13.90,5.40,21.00,4.00,68167.00,22.30,5.50,35.70,0.00,32205.00,35963.00,50093.00,51.10,51.10,9.40,24.60,9.40,56.30,2090.00,73.50,7.20,7.80,2090.00,24,510,250402,0.60,0.00,1.00,1.10,1536.00,39.50,929.00,2.98,6.40,26.00,50.90,17.50,4.40,1.80,1106.00,865.00,6.20,6.20,6.40,0.00,44.30,4451.00,70,2517,0.015726802965625702
177,"Census Tract 2605.01, Baltimore city, Maryland",5509.00,1851.00,1010.00,17.10,45.40,2.94,3.49,19.80,48.00,0.00,0.00,14.00,3.30,91.60,1.10,66.90,49.50,5.20,4.50,28.60,26.70,11.90,5.30,17.00,0.00,5.50,8.50,21.40,1.20,70660.00,35.20,0.60,15.10,2.30,31144.00,38636.00,45962.00,37.40,37.40,20.90,6.50,22.20,17.20,2209.00,83.80,1.40,19.90,2209.00,24,510,260501,4.50,0.00,0.70,1.10,1851.00,56.10,813.00,2.40,2.20,27.30,27.90,41.20,19.30,0.70,1157.00,1119.00,9.30,18.70,2.30,0.20,64.90,5509.00,321,3886,0.05826828825558177
178,"Census Tract 2611, Baltimore city, Maryland",1792.00,844.00,344.00,0.60,59.20,2.12,2.56,22.90,0.00,0.00,23.50,3.40,2.70,71.30,0.20,96.20,3.10,19.70,5.30,69.10,5.10,4.30,11.70,21.60,0.60,1.70,3.10,10.80,13.90,132914.00,9.70,0.60,2.10,25.00,63711.00,78438.00,71047.00,88.30,88.30,3.40,0.90,0.00,0.00,1014.00,83.20,1.70,17.50,1014.00,24,510,261100,0.00,0.50,0.00,3.80,844.00,75.50,207.00,2.06,7.10,22.40,0.90,1.40,6.00,8.30,2180.00,1708.00,7.60,8.60,0.00,0.50,89.90,1792.00,21,814,0.01171875
179,"Census Tract 2705.02, Baltimore city, Maryland",4261.00,1810.00,1012.00,16.30,44.10,2.34,3.14,6.30,10.00,12.70,21.10,6.20,3.60,93.90,0.00,95.80,3.40,5.20,8.70,47.30,16.70,12.90,6.80,7.70,0.00,8.10,7.70,16.10,5.50,93315.00,25.90,1.60,14.10,9.90,41464.00,54526.00,45825.00,74.70,74.70,3.60,6.90,17.60,26.40,2035.00,88.90,4.10,0.00,2035.00,24,510,270502,0.50,0.00,0.00,1.40,1810.00,68.70,566.00,2.62,3.80,27.70,3.50,24.00,43.60,0.80,1614.00,947.00,5.70,15.70,0.00,0.00,40.50,4261.00,153,1407,0.03590706406946726
180,"Census Tract 2606.05, Baltimore city, Maryland",4685.00,1708.00,914.00,9.70,46.50,2.74,3.90,6.70,93.00,0.00,5.00,20.70,3.90,85.30,0.40,76.20,28.70,9.70,11.80,26.70,10.90,12.70,8.20,11.70,0.00,5.40,15.00,11.10,0.60,57622.00,30.70,3.50,22.40,0.00,27647.00,37881.00,38710.00,39.10,39.10,16.50,22.00,46.20,43.10,1993.00,85.70,0.00,10.60,1993.00,24,510,260605,7.60,1.70,2.10,2.30,1708.00,53.30,798.00,2.75,4.00,24.00,32.90,23.80,15.60,0.00,1145.00,1079.00,13.40,16.30,0.20,0.30,66.10,4685.00,1001,4093,0.21366061899679828
